#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
8950600      1.02e-01    1.23e-01      3.68e-03    5.87e-03      8.68e-02    1.07e-01    9.6e-08
8950700      1.46e-01    1.31e-01      5.00e-03    8.26e-03      1.32e-01    1.01e-01    9.6e-08
8950800      8.86e-02    1.53e-01      1.78e-02    4.21e-03      4.83e-02    1.35e-01    9.6e-08
8950900      1.18e-01    1.52e-01      1.34e-03    7.69e-03      1.08e-01    1.32e-01    9.6e-08
8951000      3.83e-02    1.21e-01      3.02e-03    2.73e-03      2.22e-02    1.08e-01    9.6e-08
8951100      9.13e-02    9.07e-02      1.16e-03    6.70e-04      8.29e-02    8.28e-02    9.6e-08
8951200      1.94e-01    5.27e-01      5.01e-03    3.61e-03      1.74e-01    4.81e-01    9.6e-08
8951300      1.31e-01    1.05e-01      1.67e-03    3.30e-03      1.19e-01    9.14e-02    9.6e-08
8951400      6.82e-02    1.89e-01      3.01e-03    3.44e-03      5.93e-02    1.71e-01    9.6e-08
8951500      1.46e-01    1.07e-01      1.87e-03    3.62e-03      1.33e-01    9.22e-02    9.6e-08
8951600      1.51e-01    1.41e-01      1.00e-02    2.64e-03      7.67e-02    1.27e-01    9.6e-08
8951700      6.86e-02    1.28e-01      4.48e-04    7.42e-03      6.26e-02    1.08e-01    9.6e-08
8951800      6.56e-02    8.44e-02      1.87e-03    1.85e-03      5.89e-02    7.49e-02    9.6e-08
8951900      1.40e-01    8.77e-02      5.85e-04    2.63e-03      1.28e-01    7.58e-02    9.6e-08
8952000      8.71e-02    2.42e-01      8.21e-04    6.20e-03      7.93e-02    2.16e-01    9.6e-08
8952100      7.26e-02    1.50e-01      1.12e-03    7.39e-03      6.62e-02    1.07e-01    9.6e-08
8952200      1.05e-01    8.05e-02      5.19e-04    4.04e-03      9.63e-02    7.14e-02    9.6e-08
8952300      9.82e-02    1.22e-01      8.55e-04    3.42e-03      8.97e-02    1.09e-01    9.6e-08
8952400      1.88e-01    1.92e-01      2.40e-02    1.84e-02      6.04e-02    1.28e-01    9.6e-08
8952500      1.23e-01    1.41e-01      3.40e-03    4.63e-03      1.11e-01    1.26e-01    9.6e-08
8952600      1.21e-01    1.00e-01      8.35e-03    3.94e-03      8.04e-02    8.97e-02    9.6e-08
8952700      1.15e-01    1.34e-01      5.09e-06    2.56e-03      1.06e-01    1.21e-01    9.6e-08
8952800      1.09e-01    9.53e-02      4.15e-03    5.10e-04      9.28e-02    8.71e-02    9.6e-08
8952900      9.77e-02    8.28e-02      8.69e-04    3.31e-03      8.92e-02    6.98e-02    9.6e-08
8953000      1.47e-01    8.63e-02      7.41e-03    4.77e-03      1.25e-01    7.29e-02    9.6e-08
8953100      1.91e-01    1.17e-01      2.08e-03    4.60e-03      1.74e-01    1.00e-01    9.6e-08
8953200      9.39e-02    1.60e-01      4.86e-04    6.46e-03      8.59e-02    1.40e-01    9.6e-08
8953300      1.50e-01    1.15e-01      1.10e-02    6.37e-03      1.24e-01    8.54e-02    9.6e-08
8953400      9.25e-02    8.60e-02      9.53e-03    1.21e-02      6.67e-02    6.31e-02    9.6e-08
8953500      1.01e-01    1.10e-01      2.50e-05    1.25e-03      9.25e-02    9.96e-02    9.6e-08
8953600      1.18e-01    1.18e-01      4.08e-03    1.23e-03      1.00e-01    1.08e-01    9.6e-08
8953700      6.25e-02    1.62e-01      9.11e-04    4.12e-03      5.71e-02    1.45e-01    9.6e-08
8953800      1.12e-01    1.26e-01      1.35e-02    1.80e-03      5.61e-02    1.14e-01    9.6e-08
8953900      9.96e-02    1.13e-01      2.44e-03    1.94e-03      8.80e-02    1.01e-01    9.6e-08
8954000      1.62e-01    9.61e-02      1.16e-04    9.11e-03      1.48e-01    7.66e-02    9.6e-08
8954100      8.88e-02    2.03e-01      1.74e-03    1.12e-02      7.94e-02    1.67e-01    9.6e-08
8954200      1.86e-01    1.28e-01      6.71e-04    1.26e-03      1.70e-01    1.17e-01    9.6e-08
8954300      1.21e-01    9.97e-02      2.12e-03    2.62e-03      1.09e-01    8.89e-02    9.6e-08
8954400      1.18e-01    1.37e-01      2.88e-03    5.11e-03      1.06e-01    1.21e-01    9.6e-08
8954500      5.43e-02    9.80e-02      1.01e-03    3.90e-03      4.92e-02    8.61e-02    9.6e-08
8954600      9.27e-02    1.13e-01      8.17e-03    6.44e-03      6.56e-02    9.83e-02    9.6e-08
8954700      5.91e-02    1.46e-01      1.05e-04    9.40e-03      5.41e-02    1.17e-01    9.6e-08
8954800      9.51e-02    2.26e-01      6.38e-04    1.92e-02      8.69e-02    1.35e-01    9.6e-08
8954900      5.49e-02    4.76e-01      2.39e-04    3.46e-02      5.02e-02    8.10e-02    9.6e-08
8955000      7.83e-02    8.60e-02      2.38e-03    2.23e-03      7.04e-02    7.59e-02    9.5e-08
8955100      2.06e-01    1.65e-01      2.78e-02    1.00e-02      1.63e-01    9.61e-02    9.5e-08
8955200      1.36e-01    9.48e-02      3.63e-03    5.23e-03      1.24e-01    8.00e-02    9.5e-08
8955300      1.28e-01    9.12e-02      3.72e-03    1.56e-03      1.14e-01    8.20e-02    9.5e-08
8955400      9.06e-02    1.08e-01      7.27e-03    2.51e-04      7.40e-02    9.90e-02    9.5e-08
8955500      8.39e-02    2.54e-01      6.28e-04    1.77e-02      7.68e-02    5.89e-02    9.5e-08
8955600      6.75e-02    1.10e-01      9.03e-04    5.09e-03      6.10e-02    9.76e-02    9.5e-08
8955700      9.99e-02    1.09e-01      3.24e-03    4.79e-03      8.66e-02    8.97e-02    9.5e-08
8955800      1.26e-01    2.06e-01      1.02e-03    9.01e-03      1.15e-01    1.77e-01    9.5e-08
8955900      1.04e-01    1.85e-01      2.86e-03    6.68e-03      9.26e-02    1.62e-01    9.5e-08
8956000      1.20e-01    1.13e-01      2.42e-03    4.70e-03      1.09e-01    9.33e-02    9.5e-08
8956100      8.83e-02    7.24e-02      4.71e-03    1.14e-03      7.59e-02    6.55e-02    9.5e-08
8956200      1.28e-01    1.38e-01      2.57e-03    4.32e-03      1.16e-01    1.21e-01    9.5e-08
8956300      1.34e-01    9.08e-02      1.25e-02    2.60e-03      1.12e-01    7.93e-02    9.5e-08
8956400      1.42e-01    3.67e-01      9.40e-05    7.54e-02      1.30e-01    8.95e-02    9.5e-08
8956500      2.59e-01    1.13e-01      7.38e-03    1.68e-03      2.32e-01    1.02e-01    9.5e-08
8956600      1.13e-01    9.78e-02      7.42e-03    1.94e-03      7.83e-02    8.71e-02    9.5e-08
8956700      1.01e-01    9.05e-02      3.82e-04    2.58e-03      9.22e-02    8.19e-02    9.5e-08
8956800      1.33e-01    7.28e-02      5.37e-03    3.74e-03      1.14e-01    6.22e-02    9.5e-08
8956900      5.89e-02    9.68e-02      1.10e-03    3.35e-03      5.25e-02    8.55e-02    9.5e-08
8957000      1.92e-01    1.14e-01      2.89e-03    4.28e-03      1.74e-01    9.63e-02    9.5e-08
8957100      1.25e-01    2.01e-01      1.88e-03    2.49e-02      1.14e-01    1.16e-01    9.5e-08
8957200      1.20e-01    1.84e-01      1.19e-03    3.52e-03      1.10e-01    1.65e-01    9.5e-08
8957300      5.51e-02    1.63e-01      2.37e-03    1.28e-03      4.94e-02    1.49e-01    9.5e-08
8957400      5.69e-02    1.09e-01      1.09e-04    5.11e-03      5.21e-02    9.40e-02    9.5e-08
8957500      1.21e-01    1.70e-01      1.06e-04    9.04e-03      1.11e-01    1.40e-01    9.5e-08
8957600      1.24e-01    1.80e-01      3.68e-03    2.56e-02      1.12e-01    8.65e-02    9.5e-08
8957700      1.05e-01    1.00e-01      2.76e-03    2.63e-03      9.26e-02    8.71e-02    9.5e-08
8957800      1.55e-01    1.97e-01      7.73e-03    1.31e-02      1.29e-01    1.08e-01    9.5e-08
8957900      9.38e-02    1.71e-01      7.81e-04    1.27e-02      8.59e-02    1.37e-01    9.5e-08
8958000      1.17e-01    1.23e-01      5.99e-03    3.53e-03      9.94e-02    1.11e-01    9.5e-08
8958100      6.95e-02    2.40e-01      1.62e-03    2.08e-02      6.16e-02    1.63e-01    9.5e-08
8958200      9.86e-02    1.48e-01      1.86e-03    1.64e-02      9.01e-02    1.02e-01    9.5e-08
8958300      1.19e-01    1.02e-01      4.58e-03    2.90e-03      9.65e-02    9.01e-02    9.5e-08
8958400      1.10e-01    1.38e-01      1.30e-03    4.60e-03      1.00e-01    1.23e-01    9.5e-08
8958500      1.07e-01    7.66e-02      4.75e-03    3.12e-03      9.32e-02    6.24e-02    9.5e-08
8958600      9.03e-02    1.28e-01      2.29e-04    2.86e-03      8.27e-02    1.15e-01    9.5e-08
8958700      5.74e-02    2.48e-01      7.79e-04    2.49e-02      5.23e-02    1.43e-01    9.5e-08
8958800      1.06e-01    9.21e-02      5.38e-03    4.20e-03      8.99e-02    7.47e-02    9.5e-08
8958900      6.63e-02    1.52e-01      5.58e-04    3.81e-03      6.06e-02    1.34e-01    9.5e-08
8959000      8.63e-02    1.16e-01      5.70e-04    5.23e-03      7.88e-02    1.03e-01    9.5e-08
8959100      1.38e-01    8.60e-02      1.22e-02    8.53e-03      1.04e-01    6.89e-02    9.5e-08
8959200      1.82e-01    2.04e-01      1.41e-03    9.36e-03      1.66e-01    1.66e-01    9.5e-08
8959300      8.55e-02    1.58e-01      4.09e-03    5.20e-03      7.29e-02    1.40e-01    9.5e-08
8959400      7.33e-02    1.28e-01      1.22e-03    5.86e-03      6.67e-02    1.13e-01    9.5e-08
8959500      4.24e-02    9.33e-02      1.19e-03    2.41e-03      3.70e-02    8.41e-02    9.5e-08
8959600      9.58e-02    9.20e-02      5.97e-03    3.18e-03      6.82e-02    8.17e-02    9.5e-08
8959700      1.51e-01    8.69e-02      3.21e-03    4.01e-03      1.37e-01    7.78e-02    9.5e-08
8959800      1.69e-01    1.20e-01      4.33e-03    6.28e-03      1.51e-01    1.08e-01    9.5e-08
8959900      5.71e-02    1.19e-01      3.91e-03    4.88e-03      5.03e-02    1.05e-01    9.5e-08
8960000      1.64e-01    1.80e-01      7.54e-03    1.31e-02      1.42e-01    1.35e-01    9.5e-08
8960100      1.77e-01    8.71e-02      5.67e-03    4.44e-03      1.57e-01    7.50e-02    9.5e-08
8960200      8.17e-02    1.79e-01      8.77e-03    2.91e-02      6.67e-02    9.62e-02    9.5e-08
8960300      8.89e-02    1.02e-01      8.19e-04    4.67e-03      8.12e-02    8.90e-02    9.5e-08
8960400      2.24e-01    1.47e-01      1.94e-02    1.11e-02      1.10e-01    1.20e-01    9.5e-08
8960500      1.21e-01    1.21e-01      1.26e-03    3.81e-03      1.10e-01    1.07e-01    9.5e-08
8960600      6.85e-02    7.91e-02      3.76e-03    3.18e-03      5.77e-02    6.47e-02    9.5e-08
8960700      5.47e-01    8.08e-02      3.89e-02    1.04e-03      8.53e-02    7.40e-02    9.5e-08
8960800      2.96e-01    1.16e-01      3.39e-02    1.13e-02      1.25e-01    8.44e-02    9.5e-08
8960900      1.27e-01    1.31e-01      4.61e-03    4.16e-03      1.12e-01    1.18e-01    9.5e-08
8961000      8.64e-02    9.69e-02      3.29e-04    3.33e-03      7.92e-02    8.61e-02    9.5e-08
8961100      8.84e-02    2.15e-01      8.36e-03    2.22e-02      6.40e-02    1.43e-01    9.5e-08
8961200      1.04e-01    1.02e-01      1.26e-03    2.53e-03      9.46e-02    9.21e-02    9.5e-08
8961300      9.09e-02    2.52e-01      8.72e-04    8.51e-03      8.31e-02    2.21e-01    9.5e-08
8961400      1.14e-01    1.10e-01      8.29e-03    9.94e-03      7.22e-02    8.89e-02    9.5e-08
8961500      7.72e-02    1.34e-01      7.43e-04    6.91e-03      7.02e-02    1.17e-01    9.5e-08
8961600      1.20e-01    1.14e-01      1.39e-02    5.22e-03      7.96e-02    1.00e-01    9.5e-08
8961700      1.49e-01    1.27e-01      6.82e-04    8.73e-03      1.36e-01    9.96e-02    9.5e-08
8961800      6.44e-02    1.19e-01      7.48e-04    7.89e-03      5.89e-02    1.00e-01    9.5e-08
8961900      8.49e-02    1.20e-01      1.64e-03    7.32e-03      7.71e-02    8.77e-02    9.5e-08
8962000      1.15e-01    8.40e-02      3.04e-04    1.50e-03      1.06e-01    7.52e-02    9.5e-08
8962100      1.07e-01    1.64e-01      7.07e-03    1.57e-02      9.01e-02    9.79e-02    9.5e-08
8962200      6.36e-02    2.04e-01      3.80e-04    2.52e-02      5.83e-02    1.04e-01    9.5e-08
8962300      9.17e-02    1.03e-01      2.78e-04    2.89e-03      8.40e-02    9.30e-02    9.5e-08
8962400      4.53e-02    1.26e-01      1.88e-03    1.45e-03      3.75e-02    1.15e-01    9.5e-08
8962500      1.34e-01    2.79e-01      7.59e-03    1.94e-02      8.92e-02    6.93e-02    9.5e-08
8962600      1.57e-01    1.26e-01      4.52e-03    5.86e-03      1.41e-01    1.10e-01    9.5e-08
8962700      1.02e+00    7.87e-02      1.80e-01    2.36e-03      5.96e-02    6.98e-02    9.5e-08
8962800      7.60e-02    1.17e-01      3.74e-04    4.86e-03      6.96e-02    1.01e-01    9.5e-08
8962900      2.60e-01    1.25e-01      4.52e-03    1.70e-03      2.37e-01    1.14e-01    9.5e-08
8963000      1.38e-01    1.19e-01      6.39e-03    7.87e-03      1.22e-01    1.05e-01    9.5e-08
8963100      1.30e-01    1.27e-01      2.76e-03    5.90e-03      1.16e-01    1.12e-01    9.5e-08
8963200      7.05e-02    2.09e-01      1.09e-03    8.92e-03      6.43e-02    1.84e-01    9.5e-08
8963300      9.16e-02    1.38e-01      2.54e-03    4.29e-03      8.06e-02    1.23e-01    9.5e-08
8963400      1.61e-01    9.39e-02      5.75e-04    4.34e-03      1.48e-01    8.36e-02    9.5e-08
8963500      1.29e-01    1.14e-01      4.39e-03    3.15e-03      1.16e-01    1.00e-01    9.5e-08
8963600      1.14e-01    7.00e-02      4.57e-03    2.73e-03      1.00e-01    6.16e-02    9.5e-08
8963700      1.21e-01    1.02e-01      6.71e-03    3.81e-03      9.11e-02    8.99e-02    9.5e-08
8963800      1.25e-01    1.33e-01      2.47e-03    4.38e-03      1.14e-01    1.13e-01    9.5e-08
8963900      7.70e-02    1.57e-01      2.48e-03    3.39e-03      6.64e-02    1.41e-01    9.5e-08
8964000      6.59e-02    1.21e-01      7.80e-04    2.16e-03      6.02e-02    1.09e-01    9.5e-08
8964100      1.61e-01    9.79e-02      1.27e-03    6.23e-03      1.47e-01    8.48e-02    9.5e-08
8964200      1.71e-01    1.07e-01      3.64e-03    7.21e-03      1.55e-01    7.27e-02    9.5e-08
8964300      1.31e-01    9.66e-02      2.03e-02    5.24e-04      9.00e-02    8.84e-02    9.5e-08
8964400      9.35e-02    1.73e-01      3.79e-03    1.31e-02      7.77e-02    9.77e-02    9.5e-08
8964500      9.81e-02    1.33e-01      1.81e-04    4.23e-03      8.99e-02    1.20e-01    9.5e-08
8964600      4.71e-02    1.26e-01      2.10e-03    3.00e-03      4.09e-02    1.13e-01    9.5e-08
8964700      6.56e-02    1.15e-01      5.83e-03    4.20e-03      4.68e-02    1.02e-01    9.5e-08
8964800      9.05e-02    1.13e-01      6.60e-05    3.76e-03      8.29e-02    9.91e-02    9.5e-08
8964900      7.95e-02    2.64e-01      8.55e-04    1.16e-02      7.24e-02    2.23e-01    9.5e-08
8965000      8.74e-02    1.02e-01      4.77e-03    2.55e-03      7.68e-02    9.05e-02    9.4e-08
8965100      8.26e-02    1.28e-01      3.27e-03    2.22e-03      7.46e-02    1.16e-01    9.4e-08
8965200      4.77e-02    2.16e-01      2.90e-03    4.52e-03      3.97e-02    1.94e-01    9.4e-08
8965300      1.37e-01    1.18e-01      9.03e-03    3.63e-03      9.00e-02    1.06e-01    9.4e-08
8965400      1.81e-01    9.48e-02      4.65e-04    3.44e-03      1.66e-01    8.41e-02    9.4e-08
8965500      1.72e-01    1.18e-01      9.85e-03    5.64e-03      1.48e-01    9.49e-02    9.4e-08
8965600      9.69e-02    1.40e-01      1.43e-03    3.80e-03      8.83e-02    1.24e-01    9.4e-08
8965700      7.33e-02    1.30e-01      2.88e-03    3.30e-03      6.51e-02    1.18e-01    9.4e-08
8965800      1.26e-01    1.71e-01      9.33e-03    1.06e-02      1.03e-01    1.31e-01    9.4e-08
8965900      6.26e-02    3.68e-01      2.37e-03    3.80e-02      5.64e-02    2.14e-01    9.4e-08
8966000      1.15e-01    2.25e-01      6.94e-03    7.78e-03      9.43e-02    1.99e-01    9.4e-08
8966100      9.63e-02    9.83e-02      3.82e-03    2.29e-03      8.37e-02    8.77e-02    9.4e-08
8966200      2.44e-01    9.69e-02      1.94e-02    4.81e-03      1.62e-01    8.31e-02    9.4e-08
8966300      1.52e-01    1.42e-01      6.12e-03    2.35e-03      1.33e-01    1.28e-01    9.4e-08
8966400      9.52e-02    1.45e-01      8.18e-03    5.74e-03      6.90e-02    1.23e-01    9.4e-08
8966500      8.18e-02    1.18e-01      8.70e-03    1.03e-02      6.64e-02    9.83e-02    9.4e-08
8966600      1.26e-01    7.35e-02      1.32e-02    5.99e-03      7.77e-02    6.33e-02    9.4e-08
8966700      8.37e-02    1.23e-01      1.79e-03    7.00e-03      7.59e-02    1.05e-01    9.4e-08
8966800      7.01e-02    1.36e-01      8.94e-04    2.88e-03      6.32e-02    1.22e-01    9.4e-08
8966900      1.72e-01    1.01e-01      8.15e-04    3.18e-03      1.57e-01    9.12e-02    9.4e-08
8967000      5.08e-02    1.39e-01      1.58e-04    6.37e-03      4.66e-02    1.03e-01    9.4e-08
8967100      8.45e-02    1.35e-01      1.58e-02    5.79e-03      5.14e-02    1.17e-01    9.4e-08
8967200      6.34e-02    7.19e-02      4.39e-03    7.36e-04      5.42e-02    6.55e-02    9.4e-08
8967300      1.09e-01    1.60e-01      6.70e-03    2.97e-03      7.80e-02    1.45e-01    9.4e-08
8967400      6.25e-01    9.86e-02      1.10e-01    5.25e-03      6.42e-02    8.37e-02    9.4e-08
8967500      1.34e-01    1.81e-01      1.01e-03    1.41e-02      1.22e-01    1.29e-01    9.4e-08
8967600      9.48e-02    9.36e-02      5.46e-03    2.61e-03      8.16e-02    8.41e-02    9.4e-08
8967700      1.33e-01    9.86e-02      1.06e-02    3.38e-03      1.01e-01    8.43e-02    9.4e-08
8967800      1.06e-01    1.19e-01      5.91e-04    2.76e-03      9.72e-02    1.07e-01    9.4e-08
8967900      1.13e-01    1.25e-01      1.15e-03    1.08e-03      1.04e-01    1.14e-01    9.4e-08
8968000      1.70e-01    1.00e-01      2.46e-03    2.74e-03      1.55e-01    8.93e-02    9.4e-08
8968100      1.48e-01    1.42e-01      1.28e-02    5.13e-03      1.14e-01    1.24e-01    9.4e-08
8968200      1.46e-01    7.46e-02      8.54e-04    2.23e-03      1.33e-01    6.68e-02    9.4e-08
8968300      1.27e-01    1.29e-01      6.99e-03    5.34e-03      1.06e-01    1.11e-01    9.4e-08
8968400      1.25e-01    1.30e-01      2.53e-03    1.13e-02      1.13e-01    1.02e-01    9.4e-08
8968500      5.44e-02    1.01e-01      7.33e-03    2.56e-03      4.09e-02    8.87e-02    9.4e-08
8968600      7.87e-02    1.30e-01      1.20e-03    4.54e-03      7.14e-02    1.16e-01    9.4e-08
8968700      7.34e-02    1.15e-01      6.61e-03    5.77e-03      5.19e-02    9.29e-02    9.4e-08
8968800      1.24e-01    2.54e-01      4.13e-03    8.04e-03      1.13e-01    2.25e-01    9.4e-08
8968900      7.58e-02    1.18e-01      8.81e-03    1.01e-02      6.05e-02    1.00e-01    9.4e-08
8969000      8.09e-02    1.78e-01      6.38e-03    2.91e-02      4.00e-02    9.36e-02    9.4e-08
8969100      7.87e-02    6.35e-02      5.60e-03    1.82e-03      4.85e-02    5.70e-02    9.4e-08
8969200      1.47e-01    1.29e-01      7.88e-03    2.99e-03      1.27e-01    1.17e-01    9.4e-08
8969300      1.70e-01    1.21e-01      5.05e-03    5.55e-03      1.53e-01    1.05e-01    9.4e-08
8969400      2.09e-01    1.33e-01      1.03e-03    1.06e-02      1.91e-01    1.11e-01    9.4e-08
8969500      8.77e-02    1.21e-01      6.68e-03    2.45e-03      6.20e-02    1.08e-01    9.4e-08
8969600      9.43e-02    2.77e-01      6.97e-04    3.23e-02      8.63e-02    1.20e-01    9.4e-08
8969700      1.04e-01    8.31e-02      7.92e-04    3.24e-03      9.49e-02    6.95e-02    9.4e-08
8969800      1.54e-01    1.06e-01      3.68e-03    3.75e-03      1.37e-01    9.39e-02    9.4e-08
8969900      8.84e-02    8.19e-02      1.25e-03    3.47e-03      8.01e-02    6.79e-02    9.4e-08
8970000      8.22e-02    1.67e-01      2.35e-03    6.46e-03      7.19e-02    1.48e-01    9.4e-08
8970100      1.07e-01    1.90e-01      1.91e-03    2.06e-02      9.69e-02    1.27e-01    9.4e-08
8970200      4.97e-02    1.79e-01      1.37e-03    7.36e-03      4.36e-02    1.54e-01    9.4e-08
8970300      1.17e-01    1.73e-01      8.47e-03    1.45e-02      7.33e-02    7.85e-02    9.4e-08
8970400      1.02e-01    8.82e-02      8.02e-03    2.87e-03      7.86e-02    7.63e-02    9.4e-08
8970500      9.15e-02    8.58e-02      1.31e-03    1.84e-03      8.32e-02    7.78e-02    9.4e-08
8970600      6.03e-02    1.10e-01      1.12e-03    4.24e-03      5.40e-02    9.21e-02    9.4e-08
8970700      1.09e-01    1.11e-01      2.49e-03    1.42e-03      9.82e-02    1.02e-01    9.4e-08
8970800      1.59e-01    9.67e-02      5.07e-03    1.48e-03      1.35e-01    8.75e-02    9.4e-08
8970900      9.36e-02    1.10e-01      1.50e-03    4.86e-03      8.48e-02    9.08e-02    9.4e-08
8971000      6.65e-02    1.19e-01      2.18e-04    1.75e-03      6.10e-02    1.08e-01    9.4e-08
8971100      5.21e-02    9.00e-02      1.06e-02    6.30e-03      2.43e-02    7.59e-02    9.4e-08
8971200      1.96e-01    1.93e-01      1.05e-02    6.45e-03      1.64e-01    1.64e-01    9.4e-08
8971300      9.36e-02    1.07e-01      1.16e-03    5.34e-03      8.56e-02    8.40e-02    9.4e-08
8971400      7.65e-02    1.12e-01      7.94e-04    2.45e-03      6.97e-02    1.00e-01    9.4e-08
8971500      8.46e-02    1.20e-01      6.25e-04    6.89e-03      7.75e-02    1.07e-01    9.4e-08
8971600      1.15e-01    1.01e-01      5.28e-03    4.87e-03      9.27e-02    8.66e-02    9.4e-08
8971700      1.05e-01    8.93e-02      6.45e-03    2.49e-03      8.27e-02    7.89e-02    9.4e-08
8971800      1.34e-01    4.74e-01      5.69e-04    3.13e-02      1.23e-01    2.10e-01    9.4e-08
8971900      4.17e-02    1.75e-01      8.29e-04    4.99e-03      3.72e-02    1.57e-01    9.4e-08
8972000      1.16e-01    2.05e-01      4.12e-03    6.21e-03      1.04e-01    1.85e-01    9.4e-08
8972100      1.24e-01    1.07e-01      3.98e-03    2.44e-03      1.10e-01    9.53e-02    9.4e-08
8972200      2.31e-01    1.73e-01      8.48e-03    1.33e-02      2.08e-01    1.39e-01    9.4e-08
8972300      1.25e-01    1.30e-01      7.84e-03    6.55e-03      1.00e-01    1.11e-01    9.4e-08
8972400      1.36e-01    8.79e-02      2.89e-03    2.93e-03      1.22e-01    7.55e-02    9.4e-08
8972500      9.54e-02    7.51e-02      1.37e-03    4.07e-03      8.72e-02    6.61e-02    9.4e-08
8972600      1.98e-01    1.06e-01      1.71e-03    4.54e-03      1.81e-01    8.87e-02    9.4e-08
8972700      1.08e-01    1.07e-01      3.96e-03    3.53e-03      9.36e-02    9.56e-02    9.4e-08
8972800      5.20e-02    5.34e-02      2.85e-03    5.65e-04      4.51e-02    4.85e-02    9.4e-08
8972900      4.59e-02    1.34e-01      4.66e-04    6.43e-03      4.20e-02    1.14e-01    9.4e-08
8973000      6.26e-02    1.04e-01      4.17e-04    1.45e-03      5.73e-02    9.35e-02    9.4e-08
8973100      1.22e-01    8.91e-02      2.71e-03    8.25e-03      1.10e-01    7.28e-02    9.4e-08
8973200      7.36e-02    9.22e-02      7.71e-04    3.49e-03      6.72e-02    7.82e-02    9.4e-08
8973300      1.76e-01    1.36e-01      1.13e-03    6.56e-03      1.61e-01    1.10e-01    9.4e-08
8973400      1.55e-01    9.69e-02      1.37e-03    4.66e-03      1.42e-01    8.39e-02    9.4e-08
8973500      1.20e-01    1.13e-01      3.08e-03    5.62e-03      1.08e-01    9.39e-02    9.4e-08
8973600      8.01e-02    8.78e-02      8.49e-03    5.74e-03      6.28e-02    7.58e-02    9.4e-08
8973700      7.53e-02    1.05e-01      1.70e-03    6.58e-03      6.87e-02    9.25e-02    9.4e-08
8973800      1.06e-01    1.04e-01      1.51e-03    5.04e-03      9.66e-02    9.11e-02    9.4e-08
8973900      2.42e-02    1.75e-01      9.72e-04    6.67e-03      2.11e-02    1.52e-01    9.4e-08
8974000      1.16e-01    9.65e-02      2.64e-03    3.85e-03      1.03e-01    8.19e-02    9.4e-08
8974100      9.17e-02    1.53e-01      2.36e-04    6.64e-03      8.41e-02    1.38e-01    9.4e-08
8974200      1.23e-01    1.49e-01      1.10e-02    9.56e-03      9.77e-02    1.12e-01    9.4e-08
8974300      8.58e-02    1.56e-01      1.87e-03    8.46e-03      7.66e-02    1.19e-01    9.4e-08
8974400      1.76e-01    1.44e-01      1.48e-02    4.60e-03      1.32e-01    1.29e-01    9.4e-08
8974500      1.70e-01    1.20e-01      5.73e-03    3.72e-03      1.49e-01    1.08e-01    9.4e-08
8974600      1.43e-01    9.19e-02      2.38e-03    3.10e-03      1.30e-01    8.18e-02    9.4e-08
8974700      5.95e-02    1.66e-01      5.05e-03    1.12e-02      4.26e-02    8.37e-02    9.4e-08
8974800      1.16e-01    1.11e-01      3.54e-03    9.93e-04      1.05e-01    1.02e-01    9.4e-08
8974900      1.37e-01    8.38e-02      3.30e-04    1.15e-03      1.25e-01    7.58e-02    9.4e-08
8975000      1.09e-01    1.22e-01      3.78e-03    2.96e-03      9.74e-02    1.08e-01    9.4e-08
8975100      6.68e-02    1.54e-01      9.68e-04    2.40e-03      6.10e-02    1.41e-01    9.4e-08
8975200      1.37e-01    1.37e-01      6.64e-03    5.15e-03      1.18e-01    1.22e-01    9.4e-08
8975300      1.10e-01    1.19e-01      7.61e-03    6.05e-03      8.79e-02    9.03e-02    9.4e-08
8975400      1.01e-01    8.64e-02      2.66e-03    2.34e-03      8.90e-02    7.46e-02    9.4e-08
8975500      1.05e-01    8.94e-02      1.51e-03    1.19e-03      9.53e-02    8.16e-02    9.4e-08
8975600      1.33e-01    2.01e-01      1.21e-03    6.40e-03      1.22e-01    1.80e-01    9.4e-08
8975700      9.07e-02    8.66e-02      2.27e-03    1.45e-03      8.19e-02    7.76e-02    9.4e-08
8975800      8.42e-02    1.83e-01      2.12e-03    3.07e-03      7.47e-02    1.66e-01    9.4e-08
8975900      6.09e-02    5.36e-02      2.40e-03    1.03e-02      5.45e-02    4.02e-02    9.4e-08
8976000      1.11e-01    9.15e-02      1.11e-02    4.25e-03      9.28e-02    7.98e-02    9.4e-08
8976100      1.23e-01    6.28e-02      1.38e-02    4.55e-03      1.01e-01    3.79e-02    9.4e-08
8976200      5.67e-02    1.70e-01      2.05e-04    3.61e-03      5.20e-02    1.52e-01    9.4e-08
8976300      1.48e-01    8.50e-02      6.42e-04    1.57e-03      1.36e-01    7.63e-02    9.4e-08
8976400      7.40e-02    1.68e-01      2.35e-03    7.43e-03      6.66e-02    1.43e-01    9.4e-08
8976500      8.03e-02    8.55e-02      9.80e-04    3.45e-03      7.32e-02    7.12e-02    9.4e-08
8976600      1.93e-01    1.40e-01      1.08e-02    5.77e-03      1.60e-01    1.22e-01    9.4e-08
8976700      2.46e-01    1.03e-01      2.39e-03    2.18e-02      2.26e-01    4.99e-02    9.4e-08
